,GlaThiDa_ID,POLITICAL_UNIT,GLACIER_NAME,GLACIER_DB,GLACIER_ID,LAT,LON,SURVEY_DATE,ELEVATION_DATE,AREA,MEAN_SLOPE,MEAN_THICKNESS,MEAN_THICKNESS_UNCERTAINTY,MAXIMUM_THICKNESS,MAX_THICKNESS_UNCERTAINTY,SURVEY_METHOD,SURVEY_METHOD_DETAILS,NUMBER_OF_SURVEY_POINTS,NUMBER_OF_SURVEY_PROFILES,TOTAL_LENGTH_OF_SURVEY_PROFILES,INTERPOLATION_METHOD,INVESTIGATOR,SPONSORING_AGENCY,REFERENCES,DATA_FLAG,REMARKS,RGIId,RGI Centroid Distance
244,372,RU,242,WGI,SU5A15105242,49.72665,88.03114,19979999.0,19979999.0,1.027,,51.0,,104.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.02464,0.0005060108482749286 km
245,373,RU,243,WGI,SU5A15105243,49.72232,88.10583,19979999.0,19979999.0,1.223,,61.0,,122.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.02456,0.0006035884599587748 km
246,374,RU,42,WGI,SU5A15106042,49.78558,87.96795,19979999.0,19979999.0,1.277,,46.0,,143.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.02407,0.0004662978687275746 km
247,375,RU,31,WGI,SU5A15106031,49.77597,88.07932,19979999.0,19979999.0,1.349,,52.0,,130.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.02424,0.00020908819860336535 km
248,376,RU,PRAVIY MUKHOROJUK,WGI,SU5A15106108,49.88852,87.73479,19979999.0,19979999.0,1.539,,48.0,,126.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.01847,0.00034113037986310173 km
249,377,RU,15,WGI,SU5A15105015,50.07029,87.49986,19979999.0,19979999.0,1.546,,43.0,,108.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.01069,0.0005050967242355743 km
250,378,RU,18,WGI,SU5A15105018,50.04706,87.482,19979999.0,19979999.0,2.006,,48.0,,113.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.01163,0.00026567920317324564 km
251,379,RU,NEKRASOVA,WGI,SU5A15106092,49.82363,87.74171,19979999.0,19979999.0,2.05,,38.0,,113.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.01810,0.0002682056278391556 km
252,380,RU,KURKUREK,WGI,SU5A15106136,50.13119,87.64972,19979999.0,19979999.0,2.122,,58.0,,122.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.01714,0.00014974758195226515 km
253,381,RU,JAN-KARASU,WGI,SU5A15106131,50.09583,87.71172,19979999.0,19979999.0,2.152,,40.0,,116.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.01730,0.0003269254534560941 km
254,382,RU,OTDEL'NIY,WGI,SU5A15106077,49.81319,87.74234,19979999.0,19979999.0,2.62,,61.0,,120.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.01834,5.155424854183814e-05 km
255,383,RU,8,WGI,SU5A15105008,50.09663,87.50012,19979999.0,19979999.0,2.7,,44.0,,128.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.00762,0.0004595468781371449 km
256,384,RU,MALYI AKTRU,WGI,SU5A15106126,50.05,87.767,19979999.0,19979999.0,2.84,,86.0,,235.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.01708,0.9866450993442262 km
257,385,RU,IRBISTU,WGI,SU5A15106030,49.76593,88.10118,19979999.0,19979999.0,2.994,,55.0,,147.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,name: also known as 30; LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.02430,0.00044994698143850247 km
258,386,RU,KARAKABAK,WGI,SU5A15106152,50.13535,87.49106,19979999.0,19979999.0,3.02,,36.0,,125.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.00769,0.00014295841824139738 km
259,387,RU,55,WGI,SU5A15106055,49.74108,87.86842,19979999.0,19979999.0,3.61,,58.0,,122.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.02440,0.0003800320551856034 km
260,388,RU,56,WGI,SU5A15106056,49.74491,87.8242,19979999.0,19979999.0,3.756,,44.0,,134.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.02441,0.00038508631520262526 km
261,389,RU,LEVIY MUKHOROJUK,WGI,SU5A15106108,49.90387,87.71863,19979999.0,19979999.0,4.497,,53.0,,130.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.01770,0.00015432522865691978 km
262,390,RU,SOFIYSKIY VOSTOCHNIY,WGI,SU5A15106076,49.77137,87.76896,19979999.0,19979999.0,5.13,,65.0,,140.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.01839,1.3958717095711057 km
263,391,RU,PRAVYI AKTRU,WGI,SU5A15106127,50.06,87.717,19979999.0,19979999.0,5.15,,56.0,,194.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.01748,1.3120100658970928 km
264,392,RU,PRAVYI MAASHEI,WGI,SU5A15106144,50.067,87.667,19979999.0,19979999.0,5.468,,44.0,,148.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.01742,1.443785921129487 km
265,393,RU,BOLSHOI TALDURINSKII,WGI,SU5A15106093,49.81336,87.68121,19979999.0,19979999.0,5.837,,58.0,,118.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.01840,2.141037668616875 km
266,394,RU,LEVYI AKTRU,WGI,SU5A15106128,50.08008,87.69025,19979999.0,19979999.0,5.95,,90.0,,185.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.01737,0.00032147973578409625 km
267,395,RU,LEVYI MAASHEI,WGI,SU5A15106145,50.083,87.55,19979999.0,19979999.0,6.928,,43.0,,156.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.01059,0.37723946079959875 km
268,396,RU,UDACHNY,WGI,SU5A15106070,49.767,87.833,19979999.0,19979999.0,7.05,,63.0,,150.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.01843,0.5696509438433055 km
269,397,RU,JELLO,WGI,SU5A15106113,50.033,87.717,19979999.0,19979999.0,7.5,,68.0,,128.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,Name: also known as Dshelo; LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.01738,0.10506754937236404 km
270,398,RU,JADRINTSEVA,WGI,SU5A15106051,49.73723,87.91225,19979999.0,19979999.0,7.601,,53.0,,130.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.02461,0.00039733089189319444 km
271,399,RU,SOFIYSKIY TSENTRAL'NIY,,,49.7894,87.7418,19979999.0,19979999.0,11.72,,82.0,,185.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on GoogleEarth; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.01799,1.181185474645863 km
272,400,RU,175,WGI,SU5A15105175,49.83401,87.56123,19979999.0,19979999.0,0.52,,50.0,,88.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.01827,0.0006002912948075142 km
273,401,RU,176,WGI,SU5A15105172,49.83672,87.61529,19979999.0,19979999.0,0.58,,42.0,,92.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.01763,0.0005044189453528058 km
274,402,RU,189,WGI,SU5A15105189,49.8549,87.37535,19979999.0,19979999.0,0.62,,48.0,,80.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.00817,0.00039033705619815663 km
275,403,RU,138,WGI,SU5A15105138,49.933,87.75,19979999.0,19979999.0,0.73,,44.0,,101.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.01754,0.8186931696026027 km
276,404,RU,174,WGI,SU5A15105174,49.82965,87.5709,19979999.0,19979999.0,0.74,,50.0,,97.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.01828,9.78036960819727e-05 km
277,405,RU,99,WGI,SU5A15106099,49.89119,87.69552,19979999.0,19979999.0,0.92,,45.0,,126.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.01765,0.00011809138664706428 km
278,406,RU,171,WGI,SU5A15105171,49.84646,87.6241,19979999.0,19979999.0,0.94,,56.0,,118.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.01838,0.00017514077558565866 km
279,407,RU,220,WGI,SU5A15105220,49.81257,87.59222,19979999.0,19979999.0,1.05,,53.0,,76.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.01795,0.00033169680400768056 km
280,408,RU,STUPENCHATIY,WGI,SU5A15105120,50.04272,87.50312,19979999.0,19979999.0,1.1,,69.0,,105.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.01162,0.0005135489926857338 km
281,409,RU,223,WGI,SU5A15105223,49.78,87.70812,19979999.0,19979999.0,1.27,,62.0,,113.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.01800,0.0002115975762125574 km
282,410,RU,221,WGI,SU5A15105221,49.81112,87.61263,19979999.0,19979999.0,1.35,,47.0,,100.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.01817,0.0006329565903120671 km
283,411,RU,108,,,50.0324,87.4715,19979999.0,19979999.0,1.62,,77.0,,125.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on GoogleEarth; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.01168,0.33283155584317237 km
284,412,RU,MALYI TALDURINSKII,WGI,SU5A15106095,49.84461,87.65568,19979999.0,19979999.0,1.66,,49.0,,113.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.01759,0.00024619586720273697 km
285,413,RU,177,WGI,SU5A15105177,49.81937,87.5235,19979999.0,19979999.0,1.76,,64.0,,109.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,left hand side stream LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.01814,0.0004663192886887136 km
286,414,RU,179,WGI,SU5A15105179,49.83409,87.49097,19979999.0,19979999.0,1.8,,63.0,,109.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.01811,0.0002655729302739927 km
287,415,RU,190,WGI,SU5A15105190,49.85968,87.35454,19979999.0,19979999.0,1.89,,51.0,,113.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.00830,0.00014769999028696018 km
288,416,RU,219,WGI,SU5A15105219,49.81873,87.57375,19979999.0,19979999.0,2.03,,55.0,,92.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.01833,0.00047157884808936474 km
289,417,RU,UNIVERSITETSKIY,WGI,SU5A15105122,50.06403,87.53226,19979999.0,19979999.0,2.06,,74.0,,109.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.01062,0.0005690287052266778 km
290,418,RU,178,WGI,SU5A15105178,49.82599,87.50648,19979999.0,19979999.0,2.16,,57.0,,105.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.01815,0.00038389587011826497 km
291,419,RU,177,WGI,SU5A15105177,49.81762,87.5544,19979999.0,19979999.0,2.23,,61.0,,134.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,right hand side stream; LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.01841,0.0005289333045066357 km
292,420,RU,DVOYNOY,WGI,SU5A15105121,50.05558,87.50787,19979999.0,19979999.0,2.28,,69.0,,143.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.01058,0.00029359126900146124 km
293,421,RU,173,WGI,SU5A15105173,49.82565,87.59413,19979999.0,19979999.0,3.8,,60.0,,109.0,,GPRt,,,,,,,,"Nikitin et al., (2000). MGI.",,LAT/LON: based on Katalog Lednikow USSR; SURVEY_DATE: additional measurements ware taken in 1978 and 1996 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-10.01842,0.0001339558228591015 km
294,466,MN,KHUK NURU UUL,,,48.6556,90.8471,20090799.0,20099999.0,,,68.0,,72.0,,GPRt,,7051.0,,,,,,"Machguth, H., (2012). Unpublished Data. and Schwikowski et al., (2010). PSI-ETH and UniBe Rep.",,,RGI60-10.02659,0.7845864311585702 km
295,486,DE,SCHNEEFERNER N,WGI,DE4J144IS001,47.4139,10.972,20061107.0,20069999.0,0.307,18.0,17.0,2.0,52.0,2.0,GPRt,,448.0,11.0,2.2,OTH,"W. Hagg, C. Mayer",Deutsche Forschungsgemeinschaft,"Hagg et al., (2008). ZGG.",,INTERPOLATION_METHOD: Spline Function,RGI60-11.03246,0.8547471662928775 km
296,487,DE,SCHNEEFERNER S,WGI,DE4J144IS002,47.4,10.9736,20061107.0,20069999.0,0.084,22.0,5.0,2.0,17.0,2.0,GPRt,,277.0,7.0,1.4,OTH,"W. Hagg, C. Mayer",Deutsche Forschungsgemeinschaft,"Hagg et al., (2008). ZGG.",,INTERPOLATION_METHOD: Spline Function,RGI60-11.03247,0.07555891448894567 km
297,488,DE,HOELLENTALFERNER,WGI,DE4J144IS003,47.4231,10.9912,20100917.0,20109999.0,0.223,26.0,12.0,2.0,52.0,2.0,GPRt,,2530.0,6.0,2.45,IDW,A. Heilig,Bayerisches Staatsministerium für Umwelt und Gesundheit,"Hagg et al., (2012). Erdkunde.",,,RGI60-11.03249,0.16858359885879923 km
298,489,DE,BLAUEIS,WGI,DE4J143SZ001,47.571,12.8666,20071003.0,20079999.0,0.106,33.0,4.0,2.0,13.0,2.0,GPRt,,145.0,4.0,1.2,OTH,"W. Hagg, C. Mayer",Deutsche Forschungsgemeinschaft,"Hagg et al., (2008). ZGG.",,INTERPOLATION_METHOD: Spline Function,RGI60-11.03251,0.019036656570697714 km
299,490,DE,WATZMANNGLETSCHER,WGI,DE4J143SZ002,47.5543,12.9282,20071002.0,20079999.0,0.101,22.0,6.0,2.0,16.0,2.0,GPRt,,106.0,7.0,1.5,OTH,"W. Hagg, C. Mayer",Deutsche Forschungsgemeinschaft,"Hagg et al., (2008). ZGG.",,INTERPOLATION_METHOD: Spline Function,RGI60-11.03252,0.11651666088712806 km
300,491,RU,ACADEMY OF SCIENCE ICE CAP,,,80.475,94.8967,19689999.0,19689999.0,,,332.0,,,,GPRa,,177.0,,,,,,"Bogorodsky and Federov, (1970). nown.",,,RGI60-09.00920,20.607524530105557 km
301,492,RU,ALBANOV ICE CAP,,,79.8358,95.6753,19689999.0,19689999.0,,,230.0,,,,GPRa,,44.0,,,,,,"Bogorodsky and Federov, (1970). nown.",,,RGI60-09.00482,5.97730038522842 km
302,493,RU,RUSANOV ICE CAP,,,79.9192,96.7597,19689999.0,19689999.0,,,296.0,,,,GPRa,,33.0,,,,,,"Bogorodsky and Federov, (1970). nown.",,,RGI60-09.00965,3.838999518756725 km
303,494,RU,SCHMIDT ICE CAP,,,81.1342,90.6253,19689999.0,19689999.0,,,163.0,,,,GPRa,,40.0,,,,,,"Bogorodsky and Federov, (1970). nown.",,,RGI60-09.00520,4.698664399991856 km
304,495,RU,USHAKOV ICE CAP,,,80.8864,79.4231,19689999.0,19689999.0,,,147.0,,,,GPRa,,70.0,,,,,,"Bogorodsky and Federov, (1970). nown.",,,RGI60-09.00909,7.869883165215814 km
305,496,RU,VAVILOV ICE CAP,,,79.345,94.9144,19689999.0,19689999.0,,,227.0,,,,GPRa,,10.0,,,,,,"Bogorodsky and Federov, (1970). nown.",,,RGI60-09.00971,4.415512626547427 km
306,497,CH,FINDELEN,WGI,CH4N01356003,45.9936,7.87051,20109999.0,20109999.0,13.07938,13.0,89.0,,226.0,,GPR,,13555.0,,,,"ETHZ, UZH, UFR",,"Huss et al., (2012). Unpublished based on GPR data from 2008 (ETHZ) and 2012 (UZH, UFR).",,,RGI60-11.02773,0.0 km
307,498,SJ,TELLBREEN,WGI,NO4W01420020,78.252,16.1646,20109999.0,20119999.0,2.8,,59.0,,,,GPRt,,,,124.0,,,,"Baelum and Benn, (2011). TC.",,"SURVEY_DATE: additional measurements were taken in 2004, 2005 and 2009",RGI60-07.01114,0.12782394688075568 km
308,500,US,MOUNT BAKER,,,48.7773,-121.8132,20020599.0,20029999.0,35.0,,68.0,,107.0,,EM,Helicopter Electromagnetic Data (HEM),2394.0,,,,,,"Finn et al., (2012). Jour. Glac.",,"AREA: from Harper, J.T., (1993). AAAR.",RGI60-02.17741,1.6773101216151367 km
309,503,CH,COLLE GNIFETTI,,,45.9299,7.8744,19819999.0,19819999.0,,,100.0,,140.0,,GPRt,,,,,,,,"Haerberli et al., (1988). ZGG. and Lüthi, M.P., (2000). PhD Thesis.",,,RGI60-11.02933,0.8676405170463034 km
310,505,KZ,TS.TUYUKSUYSKIY,FOG,817,43.05,77.08,,19239999.0,3.2,,103.0,,132.0,,,,,,,,,,"Makarevich, K.G., (1962). IHAS Publ.",,,RGI60-13.08783,0.557301889428972 km
311,506,KZ,TS.TUYUKSUYSKIY,FOG,817,43.05,77.08,,19579999.0,3.3115,,72.0,,126.0,,,,,,,,,,"Makarevich, K.G., (1962). IHAS Publ.",,,RGI60-13.08783,0.557301889428972 km
312,507,CL,COLONIA,WGI,CL1L42300002,-47.2167,-73.1,20109999.0,20109999.0,27.1,,307.0,,624.0,,GPRa,,,,50.0,TRI,,,"Blindow et al., (2012). Int. Conf. GPR.",,AREA: investiagted area only,RGI60-17.07852,0.5925029380275548 km
313,508,CL,NEF,WGI,CL1L42400002,-47.0667,-73.25,20109999.0,20109999.0,27.3,,394.0,,799.0,,GPRa,,,,170.0,TRI,,,"Blindow et al., (2012). Int. Conf. GPR.",,AREA: investiagted area only,RGI60-17.07977,3.581988704158471 km
314,510,SJ,VESTFONNA,,,79.9409,20.8027,20099999.0,20099999.0,2402.0,,186.0,0.0,413.0,,GPR,GPRa and GPRt,,,880.0,KRG,,,"Pettersson et al., (2011). Geogr. Ann.",3.0,"SURVEY_DATE: study combines measurements from 1983, 1986, 2008 and 2009. MEAN_THICKNESS_UNCERTAINTY: Rounded from 0.25 m. Assumes errors are independent and thus an overly optimistic estimate, according to Martín-Español et al. 2016 (https://doi.org/10.1017/jog.2016.95).",RGI60-07.01499,5.432496482150515 km
315,512,CL,TYNDALL,,,-51.17,-73.33,20039999.0,20039999.0,5.5,,298.0,,617.0,,GPRt,,70.0,9.0,,,,,"Araos et el., (2007). Rev. Geo. Nor. Gran.",,AREA: investiagted area only (Zapata Sur lobe); MEAN_THICKNESS: average of all 70 measurements points,RGI60-17.04848,3.8212744534326313 km
